Día,Hora,Total,Aplicativo,Marca,SEDE,Estado,Hora.1,Minuto,MA,Fecha
27,00/01/1900 15:58,"5,97",DIDI,CHIFA LATO,LINCE,ACEPTADO,15,58,10/2024,27/10/2024 15:58
28,00/01/1900 21:25,"23,98",DIDI,PASTI PASTA,MIRAFLORES,ACEPTADO,21,25,10/2024,28/10/2024 21:25
28,00/01/1900 19:06,"12,33",DIDI,CHIFA LATO,LINCE,ACEPTADO,19,6,10/2024,28/10/2024 19:06
28,00/01/1900 15:04,0,DIDI,LA MECHE,MAGDALENA,ANULADO,15,4,10/2024,28/10/2024 15:04
27,00/01/1900 12:08,"11,9",DIDI,MAMA ROSITA,MAGDALENA,ACEPTADO,12,8,10/2024,27/10/2024 12:08
27,00/01/1900 14:45,"22,01",DIDI,ENTRE BROSTERS,LOS OLIVOS,ACEPTADO,14,45,10/2024,27/10/2024 14:45
27,00/01/1900 11:58,"22,01",DIDI,ENTRE BROSTERS,ATE,ACEPTADO,11,58,10/2024,27/10/2024 11:58
27,00/01/1900 21:47,0,DIDI,ENTRE BROSTERS,AVIACION,ANULADO,21,47,10/2024,27/10/2024 21:47
27,00/01/1900 12:16,"24,66",DIDI,CHIFA LATO,ATE,ACEPTADO,12,16,10/2024,27/10/2024 12:16
27,00/01/1900 17:26,"18,3",DIDI,CHIFA LATO,LINCE,ACEPTADO,17,26,10/2024,27/10/2024 17:26
28,00/01/1900 22:55,"9,16",DIDI,ENTRE BROSTERS,MIRAFLORES,ACEPTADO,22,55,10/2024,28/10/2024 22:55
27,00/01/1900 16:16,"12,33",DIDI,CHIFA LATO,LINCE,ACEPTADO,16,16,10/2024,27/10/2024 16:16
28,00/01/1900 15:11,"15,25",DIDI,PASTI PASTA,MIRAFLORES,ACEPTADO,15,11,10/2024,28/10/2024 15:11
28,00/01/1900 15:07,"22,01",DIDI,ENTRE BROSTERS,LINCE,ACEPTADO,15,7,10/2024,28/10/2024 15:07
27,00/01/1900 14:22,"22,01",DIDI,ENTRE BROSTERS,LINCE,ACEPTADO,14,22,10/2024,27/10/2024 14:22
27,00/01/1900 19:35,"49,66",DIDI,MAMA ROSITA,LOS OLIVOS,ACEPTADO,19,35,10/2024,27/10/2024 19:35
28,00/01/1900 13:03,"6,6",DIDI,CARRITO SANGUCHERO,MAGDALENA,ACEPTADO,13,3,10/2024,28/10/2024 13:03
27,00/01/1900 18:25,"40,81",DIDI,ENTRE BROSTERS,LOS OLIVOS,ACEPTADO,18,25,10/2024,27/10/2024 18:25
27,00/01/1900 20:43,"6,23",DIDI,LA MECHE,MAGDALENA,ACEPTADO,20,43,10/2024,27/10/2024 20:43
27,00/01/1900 14:48,"7,47",DIDI,LA MECHE,MAGDALENA,ACEPTADO,14,48,10/2024,27/10/2024 14:48
28,00/01/1900 16:05,"16,15",DIDI,LA MECHE,AVIACION,ACEPTADO,16,5,10/2024,28/10/2024 16:05
28,00/01/1900 18:48,"11,84",DIDI,LA MATINA,MAGDALENA,ACEPTADO,18,48,10/2024,28/10/2024 18:48
27,00/01/1900 17:12,"5,4",DIDI,CARRITO SANGUCHERO,ATE,ACEPTADO,17,12,10/2024,27/10/2024 17:12
27,00/01/1900 18:04,"37,1",DIDI,LA MECHE,AVIACION,ACEPTADO,18,4,10/2024,27/10/2024 18:04
28,00/01/1900 19:55,"15,25",DIDI,PASTI PASTA,AVIACION,ACEPTADO,19,55,10/2024,28/10/2024 19:55
28,00/01/1900 18:46,"17,28",DIDI,CHIFA LATO,AVIACION,ACEPTADO,18,46,10/2024,28/10/2024 18:46
27,00/01/1900 21:48,"5,4",DIDI,CARRITO SANGUCHERO,MIRAFLORES,ACEPTADO,21,48,10/2024,27/10/2024 21:48
27,00/01/1900 20:04,"9,16",DIDI,ENTRE BROSTERS,MAGDALENA,ACEPTADO,20,4,10/2024,27/10/2024 20:04
28,00/01/1900 16:36,"4,16",DIDI,ENTRE BROSTERS,MAGDALENA,ACEPTADO,16,36,10/2024,28/10/2024 16:36
27,00/01/1900 19:24,"22,01",DIDI,ENTRE BROSTERS,LOS OLIVOS,ACEPTADO,19,24,10/2024,27/10/2024 19:24
28,00/01/1900 11:10,"22,01",DIDI,ENTRE BROSTERS,LOS OLIVOS,ACEPTADO,11,10,10/2024,28/10/2024 11:10
28,00/01/1900 22:19,"17,45",DIDI,JUJU,LOS OLIVOS,ACEPTADO,22,19,10/2024,28/10/2024 22:19
28,00/01/1900 11:27,"13,45",DIDI,LA MECHE,AVIACION,ACEPTADO,11,27,10/2024,28/10/2024 11:27
28,00/01/1900 12:47,"12,33",DIDI,CHIFA LATO,MIRAFLORES,ACEPTADO,12,47,10/2024,28/10/2024 12:47
27,00/01/1900 14:23,"12,33",DIDI,CHIFA LATO,MIRAFLORES,ACEPTADO,14,23,10/2024,27/10/2024 14:23
28,00/01/1900 13:14,"12,33",DIDI,CHIFA LATO,MIRAFLORES,ACEPTADO,13,14,10/2024,28/10/2024 13:14
27,00/01/1900 12:44,"12,33",DIDI,CHIFA LATO,MIRAFLORES,ACEPTADO,12,44,10/2024,27/10/2024 12:44
27,00/01/1900 17:46,"22,01",DIDI,ENTRE BROSTERS,MIRAFLORES,ACEPTADO,17,46,10/2024,27/10/2024 17:46
28,00/01/1900 22:19,"16,29",DIDI,POKE & FRIEND,ATE,ACEPTADO,22,19,10/2024,28/10/2024 22:19
28,00/01/1900 13:13,"14,46",DIDI,LA MECHE,MAGDALENA,ACEPTADO,13,13,10/2024,28/10/2024 13:13
28,00/01/1900 20:54,"16,15",DIDI,LA MECHE,LOS OLIVOS,ACEPTADO,20,54,10/2024,28/10/2024 20:54
27,00/01/1900 15:11,"51,96",DIDI,ENTRE BROSTERS,LOS OLIVOS,ACEPTADO,15,11,10/2024,27/10/2024 15:11
27,00/01/1900 14:49,"12,07",DIDI,CARRITO SANGUCHERO,AVIACION,ACEPTADO,14,49,10/2024,27/10/2024 14:49
27,00/01/1900 12:58,"28,52",DIDI,LA MECHE,MIRAFLORES,ACEPTADO,12,58,10/2024,27/10/2024 12:58
28,00/01/1900 12:55,"16,15",DIDI,LA MECHE,MIRAFLORES,ACEPTADO,12,55,10/2024,28/10/2024 12:55
27,00/01/1900 22:07,"9,66",DIDI,CHIFA LIFA,LINCE,ACEPTADO,22,7,10/2024,27/10/2024 22:07
27,00/01/1900 12:15,"22,01",DIDI,ENTRE BROSTERS,LOS OLIVOS,ACEPTADO,12,15,10/2024,27/10/2024 12:15
27,00/01/1900 16:25,"22,01",DIDI,ENTRE BROSTERS,ATE,ACEPTADO,16,25,10/2024,27/10/2024 16:25
27,00/01/1900 19:54,"22,01",DIDI,ENTRE BROSTERS,AVIACION,ACEPTADO,19,54,10/2024,27/10/2024 19:54
27,00/01/1900 15:32,"22,01",DIDI,ENTRE BROSTERS,LOS OLIVOS,ACEPTADO,15,32,10/2024,27/10/2024 15:32
28,00/01/1900 20:24,"46,01",DIDI,ENTRE BROSTERS,LOS OLIVOS,ACEPTADO,20,24,10/2024,28/10/2024 20:24
27,00/01/1900 13:28,"7,47",DIDI,PASTI PASTA,MIRAFLORES,ACEPTADO,13,28,10/2024,27/10/2024 13:28
27,00/01/1900 12:38,"15,3",DIDI,CARRITO SANGUCHERO,LINCE,ACEPTADO,12,38,10/2024,27/10/2024 12:38
27,00/01/1900 16:47,"11,23",DIDI,ENTRE BROSTERS,LINCE,ACEPTADO,16,47,10/2024,27/10/2024 16:47
27,00/01/1900 13:27,"15,25",DIDI,PASTI PASTA,MAGDALENA,ACEPTADO,13,27,10/2024,27/10/2024 13:27
27,00/01/1900 10:47,"16,15",DIDI,LA MECHE,ATE,ACEPTADO,10,47,10/2024,27/10/2024 10:47
27,00/01/1900 12:37,"43,75",DIDI,CHIFA LIFA,LINCE,ACEPTADO,12,37,10/2024,27/10/2024 12:37
27,00/01/1900 15:57,0,DIDI,CHIFA LATO,LINCE,ANULADO,15,57,10/2024,27/10/2024 15:57
27,00/01/1900 9:18,"5,16",DIDI,BRIOCHE,LOS OLIVOS,ACEPTADO,9,18,10/2024,27/10/2024 9:18
27,00/01/1900 19:29,"17,28",DIDI,CHIFA LATO,LOS OLIVOS,ACEPTADO,19,29,10/2024,27/10/2024 19:29
28,00/01/1900 16:26,"5,4",DIDI,CARRITO SANGUCHERO,MIRAFLORES,ACEPTADO,16,26,10/2024,28/10/2024 16:26
27,00/01/1900 20:55,"7,47",DIDI,LA MECHE,LOS OLIVOS,ACEPTADO,20,55,10/2024,27/10/2024 20:55
27,00/01/1900 19:38,0,DIDI,ENTRE BROSTERS,ATE,ANULADO,19,38,10/2024,27/10/2024 19:38
28,00/01/1900 10:51,"16,03",DIDI,MAMA ROSITA,AVIACION,ACEPTADO,10,51,10/2024,28/10/2024 10:51
27,00/01/1900 21:18,"22,01",DIDI,ENTRE BROSTERS,LINCE,ACEPTADO,21,18,10/2024,27/10/2024 21:18
27,00/01/1900 15:47,"23,9",DIDI,LA MECHE,MAGDALENA,ACEPTADO,15,47,10/2024,27/10/2024 15:47
27,00/01/1900 19:34,0,DIDI,ENTRE BROSTERS,LOS OLIVOS,ANULADO,19,34,10/2024,27/10/2024 19:34
27,00/01/1900 14:28,"14,31",DIDI,CARRITO SANGUCHERO,MAGDALENA,ACEPTADO,14,28,10/2024,27/10/2024 14:28
27,00/01/1900 19:36,"19,68",DIDI,LA MECHE,MAGDALENA,ACEPTADO,19,36,10/2024,27/10/2024 19:36
28,00/01/1900 21:36,"6,54",DIDI,ENTRE BROSTERS,LOS OLIVOS,ACEPTADO,21,36,10/2024,28/10/2024 21:36
27,00/01/1900 15:54,"17,28",DIDI,CHIFA LATO,ATE,ACEPTADO,15,54,10/2024,27/10/2024 15:54
28,00/01/1900 22:40,"22,01",DIDI,ENTRE BROSTERS,LOS OLIVOS,ACEPTADO,22,40,10/2024,28/10/2024 22:40
27,00/01/1900 18:39,"12,33",DIDI,CHIFA LATO,MIRAFLORES,ACEPTADO,18,39,10/2024,27/10/2024 18:39
27,00/01/1900 22:41,"4,5",DIDI,CARRITO SANGUCHERO,LOS OLIVOS,ACEPTADO,22,41,10/2024,27/10/2024 22:41
28,00/01/1900 22:16,"16,03",DIDI,MAMA ROSITA,LINCE,ACEPTADO,22,16,10/2024,28/10/2024 22:16
28,00/01/1900 14:13,"3,98",DIDI,LA MECHE,MAGDALENA,ACEPTADO,14,13,10/2024,28/10/2024 14:13
28,00/01/1900 17:30,"2,63",DIDI,WILL & BILL,MIRAFLORES,ACEPTADO,17,30,10/2024,28/10/2024 17:30
28,00/01/1900 14:48,"13,82",DIDI,MAMA ROSITA,LOS OLIVOS,ACEPTADO,14,48,10/2024,28/10/2024 14:48
28,00/01/1900 11:56,"35,51",DIDI,PASTI PASTA,MAGDALENA,ACEPTADO,11,56,10/2024,28/10/2024 11:56
28,00/01/1900 22:44,"24,66",DIDI,CHIFA LATO,LOS OLIVOS,ACEPTADO,22,44,10/2024,28/10/2024 22:44
28,00/01/1900 22:29,"12,33",DIDI,CHIFA LATO,LINCE,ACEPTADO,22,29,10/2024,28/10/2024 22:29
27,00/01/1900 21:33,"29,61",DIDI,CHIFA LATO,LOS OLIVOS,ACEPTADO,21,33,10/2024,27/10/2024 21:33
27,00/01/1900 22:54,"24,66",DIDI,CHIFA LATO,LOS OLIVOS,ACEPTADO,22,54,10/2024,27/10/2024 22:54
27,00/01/1900 15:57,0,DIDI,CHIFA LATO,LINCE,ANULADO,15,57,10/2024,27/10/2024 15:57
28,00/01/1900 13:10,"12,33",DIDI,CHIFA LATO,LINCE,ACEPTADO,13,10,10/2024,28/10/2024 13:10
27,00/01/1900 14:16,"10,32",DIDI,ENTRE BROSTERS,MIRAFLORES,ACEPTADO,14,16,10/2024,27/10/2024 14:16
28,00/01/1900 15:41,"22,01",DIDI,ENTRE BROSTERS,ATE,ACEPTADO,15,41,10/2024,28/10/2024 15:41
28,00/01/1900 22:36,"12,33",DIDI,CHIFA LATO,MIRAFLORES,ACEPTADO,22,36,10/2024,28/10/2024 22:36
28,00/01/1900 13:44,"16,03",DIDI,MAMA ROSITA,LINCE,ACEPTADO,13,44,10/2024,28/10/2024 13:44
28,00/01/1900 11:54,9,DIDI,CARRITO SANGUCHERO,ATE,ACEPTADO,11,54,10/2024,28/10/2024 11:54
28,00/01/1900 14:41,0,DIDI,ENTRE BROSTERS,LOS OLIVOS,ANULADO,14,41,10/2024,28/10/2024 14:41
27,00/01/1900 19:44,"22,01",DIDI,ENTRE BROSTERS,ATE,ACEPTADO,19,44,10/2024,27/10/2024 19:44
28,00/01/1900 12:15,0,DIDI,LA MECHE,MIRAFLORES,ANULADO,12,15,10/2024,28/10/2024 12:15
27,00/01/1900 14:38,"16,03",DIDI,MAMA ROSITA,MIRAFLORES,ACEPTADO,14,38,10/2024,27/10/2024 14:38
27,00/01/1900 12:54,"16,03",DIDI,MAMA ROSITA,LINCE,ACEPTADO,12,54,10/2024,27/10/2024 12:54
27,00/01/1900 16:25,"12,33",DIDI,CHIFA LATO,MIRAFLORES,ACEPTADO,16,25,10/2024,27/10/2024 16:25
28,00/01/1900 19:48,"16,58",DIDI,ENTRE BROSTERS,LINCE,ACEPTADO,19,48,10/2024,28/10/2024 19:48
27,00/01/1900 14:16,0,DIDI,CHIFA LATO,MIRAFLORES,ANULADO,14,16,10/2024,27/10/2024 14:16
27,00/01/1900 20:59,0,DIDI,ENTRE BROSTERS,MAGDALENA,ANULADO,20,59,10/2024,27/10/2024 20:59
27,00/01/1900 19:41,"17,28",DIDI,CHIFA LATO,LINCE,ACEPTADO,19,41,10/2024,27/10/2024 19:41
27,00/01/1900 20:33,"22,01",DIDI,ENTRE BROSTERS,MIRAFLORES,ACEPTADO,20,33,10/2024,27/10/2024 20:33
28,00/01/1900 22:44,"22,01",DIDI,ENTRE BROSTERS,LOS OLIVOS,ACEPTADO,22,44,10/2024,28/10/2024 22:44
27,00/01/1900 11:26,"15,25",DIDI,PASTI PASTA,LOS OLIVOS,ACEPTADO,11,26,10/2024,27/10/2024 11:26
27,00/01/1900 13:23,"11,21",DIDI,CHIFA LATO,MAGDALENA,ACEPTADO,13,23,10/2024,27/10/2024 13:23
27,00/01/1900 11:29,"22,01",DIDI,ENTRE BROSTERS,LOS OLIVOS,ACEPTADO,11,29,10/2024,27/10/2024 11:29
27,00/01/1900 22:07,"10,8",DIDI,MAMA ROSITA,MIRAFLORES,ACEPTADO,22,7,10/2024,27/10/2024 22:07
27,00/01/1900 22:04,"22,01",DIDI,ENTRE BROSTERS,LOS OLIVOS,ACEPTADO,22,4,10/2024,27/10/2024 22:04
28,00/01/1900 13:56,"22,01",DIDI,ENTRE BROSTERS,ATE,ACEPTADO,13,56,10/2024,28/10/2024 13:56
27,00/01/1900 12:13,0,DIDI,ENTRE BROSTERS,ATE,ANULADO,12,13,10/2024,27/10/2024 12:13
28,00/01/1900 19:32,"30,2",DIDI,CARRITO SANGUCHERO,MAGDALENA,ACEPTADO,19,32,10/2024,28/10/2024 19:32
27,00/01/1900 13:04,"24,01",DIDI,ENTRE BROSTERS,LOS OLIVOS,ACEPTADO,13,4,10/2024,27/10/2024 13:04
27,00/01/1900 15:58,"28,52",DIDI,LA MECHE,MIRAFLORES,ACEPTADO,15,58,10/2024,27/10/2024 15:58
27,00/01/1900 15:55,"5,4",DIDI,CARRITO SANGUCHERO,LOS OLIVOS,ACEPTADO,15,55,10/2024,27/10/2024 15:55
27,00/01/1900 12:23,"9,16",DIDI,ENTRE BROSTERS,LINCE,ACEPTADO,12,23,10/2024,27/10/2024 12:23
27,00/01/1900 14:05,"21,74",DIDI,PASTI PASTA,MAGDALENA,ACEPTADO,14,5,10/2024,27/10/2024 14:05
27,00/01/1900 20:14,"17,98",DIDI,ENTRE BROSTERS,LOS OLIVOS,ACEPTADO,20,14,10/2024,27/10/2024 20:14
27,00/01/1900 19:03,"21,41",DIDI,ENTRE BROSTERS,LINCE,ACEPTADO,19,3,10/2024,27/10/2024 19:03
28,00/01/1900 10:24,"9,87",DIDI,PITROIT PIZZA,LOS OLIVOS,ACEPTADO,10,24,10/2024,28/10/2024 10:24
27,00/01/1900 16:40,0,DIDI,LA MECHE,MIRAFLORES,ANULADO,16,40,10/2024,27/10/2024 16:40
27,00/01/1900 16:32,"19,41",DIDI,ENTRE BROSTERS,ATE,ACEPTADO,16,32,10/2024,27/10/2024 16:32
27,00/01/1900 12:18,"12,33",DIDI,CHIFA LATO,LOS OLIVOS,ACEPTADO,12,18,10/2024,27/10/2024 12:18
27,00/01/1900 18:04,"4,58",DIDI,LA MECHE,MAGDALENA,ACEPTADO,18,4,10/2024,27/10/2024 18:04
28,00/01/1900 12:56,"12,33",DIDI,CHIFA LATO,LINCE,ACEPTADO,12,56,10/2024,28/10/2024 12:56
27,00/01/1900 11:03,"5,97",DIDI,CHIFA LATO,MIRAFLORES,ACEPTADO,11,3,10/2024,27/10/2024 11:03
27,00/01/1900 20:38,"22,01",DIDI,ENTRE BROSTERS,LOS OLIVOS,ACEPTADO,20,38,10/2024,27/10/2024 20:38
28,00/01/1900 9:15,"19,86",DIDI,CHIFA LATO,MIRAFLORES,ACEPTADO,9,15,10/2024,28/10/2024 9:15
27,00/01/1900 18:54,"22,01",DIDI,ENTRE BROSTERS,ATE,ACEPTADO,18,54,10/2024,27/10/2024 18:54
28,00/01/1900 21:01,"22,01",DIDI,ENTRE BROSTERS,MIRAFLORES,ACEPTADO,21,1,10/2024,28/10/2024 21:01
28,00/01/1900 9:18,"24,66",DIDI,CHIFA LATO,LINCE,ACEPTADO,9,18,10/2024,28/10/2024 9:18
28,00/01/1900 15:29,"45,31",DIDI,ENTRE BROSTERS,MIRAFLORES,ACEPTADO,15,29,10/2024,28/10/2024 15:29
27,00/01/1900 17:17,"10,47",DIDI,PASTI PASTA,MAGDALENA,ACEPTADO,17,17,10/2024,27/10/2024 17:17
28,00/01/1900 15:48,"26,64",DIDI,CHIFA LIFA,MAGDALENA,ACEPTADO,15,48,10/2024,28/10/2024 15:48
27,00/01/1900 9:12,"3,59",DIDI,BRIOCHE,ATE,ACEPTADO,9,12,10/2024,27/10/2024 9:12
27,00/01/1900 12:16,"18,8",DIDI,MAMA ROSITA,ATE,ACEPTADO,12,16,10/2024,27/10/2024 12:16
27,00/01/1900 17:52,"22,01",DIDI,ENTRE BROSTERS,ATE,ACEPTADO,17,52,10/2024,27/10/2024 17:52
27,00/01/1900 17:14,"22,01",DIDI,ENTRE BROSTERS,LOS OLIVOS,ACEPTADO,17,14,10/2024,27/10/2024 17:14
27,00/01/1900 9:57,"19,41",DIDI,ENTRE BROSTERS,ATE,ACEPTADO,9,57,10/2024,27/10/2024 9:57
28,00/01/1900 14:45,"17,45",DIDI,JUJU,MAGDALENA,ACEPTADO,14,45,10/2024,28/10/2024 14:45
27,00/01/1900 21:45,0,DIDI,ENTRE BROSTERS,ATE,ANULADO,21,45,10/2024,27/10/2024 21:45
27,00/01/1900 15:24,"28,52",DIDI,LA MECHE,MIRAFLORES,ACEPTADO,15,24,10/2024,27/10/2024 15:24
27,00/01/1900 15:17,"15,25",DIDI,PASTI PASTA,LOS OLIVOS,ACEPTADO,15,17,10/2024,27/10/2024 15:17
28,00/01/1900 11:11,"11,25",DIDI,MAMA ROSITA,AVIACION,ACEPTADO,11,11,10/2024,28/10/2024 11:11
28,00/01/1900 21:52,"12,33",DIDI,CHIFA LATO,MIRAFLORES,ACEPTADO,21,52,10/2024,28/10/2024 21:52
27,00/01/1900 15:07,"12,33",DIDI,CHIFA LATO,ATE,ACEPTADO,15,7,10/2024,27/10/2024 15:07
28,00/01/1900 22:53,"9,16",DIDI,ENTRE BROSTERS,LINCE,ACEPTADO,22,53,10/2024,28/10/2024 22:53
27,00/01/1900 21:19,"3,38",DIDI,LA MECHE,LINCE,ACEPTADO,21,19,10/2024,27/10/2024 21:19
27,00/01/1900 18:45,"22,01",DIDI,ENTRE BROSTERS,MIRAFLORES,ACEPTADO,18,45,10/2024,27/10/2024 18:45
27,00/01/1900 12:16,"22,01",DIDI,ENTRE BROSTERS,LOS OLIVOS,ACEPTADO,12,16,10/2024,27/10/2024 12:16
27,00/01/1900 12:22,"17,28",DIDI,CHIFA LATO,MIRAFLORES,ACEPTADO,12,22,10/2024,27/10/2024 12:22
27,00/01/1900 21:28,"14,53",DIDI,ENTRE BROSTERS,LINCE,ACEPTADO,21,28,10/2024,27/10/2024 21:28
28,00/01/1900 22:19,"12,33",DIDI,CHIFA LATO,MIRAFLORES,ACEPTADO,22,19,10/2024,28/10/2024 22:19
28,00/01/1900 13:52,0,DIDI,LA MECHE,AVIACION,ANULADO,13,52,10/2024,28/10/2024 13:52
28,00/01/1900 18:58,"12,33",DIDI,CHIFA LATO,LOS OLIVOS,ACEPTADO,18,58,10/2024,28/10/2024 18:58
28,00/01/1900 14:06,"13,82",DIDI,MAMA ROSITA,ATE,ACEPTADO,14,6,10/2024,28/10/2024 14:06
27,00/01/1900 16:40,0,DIDI,LA MECHE,MIRAFLORES,ANULADO,16,40,10/2024,27/10/2024 16:40
27,00/01/1900 17:57,"10,58",DIDI,POKE & FRIEND,MAGDALENA,ACEPTADO,17,57,10/2024,27/10/2024 17:57
27,00/01/1900 22:13,"12,33",DIDI,CHIFA LATO,MIRAFLORES,ACEPTADO,22,13,10/2024,27/10/2024 22:13
28,00/01/1900 12:18,"29,6",DIDI,LA MECHE,ATE,ACEPTADO,12,18,10/2024,28/10/2024 12:18
27,00/01/1900 11:34,"11,07",DIDI,CHIFA LATO,AVIACION,ACEPTADO,11,34,10/2024,27/10/2024 11:34
27,00/01/1900 15:39,"41,47",DIDI,PASTI PASTA,AVIACION,ACEPTADO,15,39,10/2024,27/10/2024 15:39
27,00/01/1900 19:24,"5,95",DIDI,ENTRE BROSTERS,ATE,ACEPTADO,19,24,10/2024,27/10/2024 19:24
27,00/01/1900 11:17,"8,94",DIDI,ENTRE BROSTERS,LINCE,ACEPTADO,11,17,10/2024,27/10/2024 11:17
27,00/01/1900 13:44,"24,74",DIDI,LA MECHE,LINCE,ACEPTADO,13,44,10/2024,27/10/2024 13:44
27,00/01/1900 22:34,"22,01",DIDI,ENTRE BROSTERS,LOS OLIVOS,ACEPTADO,22,34,10/2024,27/10/2024 22:34
27,00/01/1900 14:56,"12,33",DIDI,CHIFA LATO,LOS OLIVOS,ACEPTADO,14,56,10/2024,27/10/2024 14:56
28,00/01/1900 12:11,"15,25",DIDI,PASTI PASTA,MAGDALENA,ACEPTADO,12,11,10/2024,28/10/2024 12:11
28,00/01/1900 13:06,"17,28",DIDI,CHIFA LATO,MIRAFLORES,ACEPTADO,13,6,10/2024,28/10/2024 13:06
27,00/01/1900 12:47,"28,52",DIDI,LA MECHE,LINCE,ACEPTADO,12,47,10/2024,27/10/2024 12:47
28,00/01/1900 20:33,"38,99",DIDI,CHIFA LATO,LOS OLIVOS,ACEPTADO,20,33,10/2024,28/10/2024 20:33
28,00/01/1900 14:47,"18,7",DIDI,PASTI PASTA,MIRAFLORES,ACEPTADO,14,47,10/2024,28/10/2024 14:47
27,00/01/1900 11:51,"29,85",DIDI,MAMA ROSITA,AVIACION,ACEPTADO,11,51,10/2024,27/10/2024 11:51
27,00/01/1900 8:48,"28,52",DIDI,LA MECHE,LINCE,ACEPTADO,8,48,10/2024,27/10/2024 8:48
27,00/01/1900 22:52,"10,8",DIDI,MAMA ROSITA,ATE,ACEPTADO,22,52,10/2024,27/10/2024 22:52
28,00/01/1900 17:39,"24,66",DIDI,CHIFA LATO,MIRAFLORES,ACEPTADO,17,39,10/2024,28/10/2024 17:39
27,00/01/1900 14:31,"22,01",DIDI,ENTRE BROSTERS,MIRAFLORES,ACEPTADO,14,31,10/2024,27/10/2024 14:31
28,00/01/1900 17:00,"17,85",DIDI,ENTRE BROSTERS,MIRAFLORES,ACEPTADO,17,0,10/2024,28/10/2024 17:00
28,00/01/1900 20:16,"4,5",DIDI,CARRITO SANGUCHERO,ATE,ACEPTADO,20,16,10/2024,28/10/2024 20:16
28,00/01/1900 16:24,"14,91",DIDI,CHIFA LATO,LINCE,ACEPTADO,16,24,10/2024,28/10/2024 16:24
27,00/01/1900 12:26,"29,61",DIDI,CHIFA LATO,MIRAFLORES,ACEPTADO,12,26,10/2024,27/10/2024 12:26
27,00/01/1900 13:39,"5,97",DIDI,RICKY RINCON,MAGDALENA,ACEPTADO,13,39,10/2024,27/10/2024 13:39
27,00/01/1900 13:10,"55,28",DIDI,CHIFA LIFA,MAGDALENA,ACEPTADO,13,10,10/2024,27/10/2024 13:10
28,00/01/1900 13:14,"13,45",DIDI,LA MECHE,MIRAFLORES,ACEPTADO,13,14,10/2024,28/10/2024 13:14
27,00/01/1900 16:12,"27,16",DIDI,CHIFA LATO,AVIACION,ACEPTADO,16,12,10/2024,27/10/2024 16:12
28,00/01/1900 19:39,"22,01",DIDI,ENTRE BROSTERS,AVIACION,ACEPTADO,19,39,10/2024,28/10/2024 19:39
27,00/01/1900 14:36,"22,01",DIDI,ENTRE BROSTERS,ATE,ACEPTADO,14,36,10/2024,27/10/2024 14:36
27,00/01/1900 21:53,"5,4",DIDI,CARRITO SANGUCHERO,MIRAFLORES,ACEPTADO,21,53,10/2024,27/10/2024 21:53
28,00/01/1900 19:18,"24,66",DIDI,CHIFA LATO,LOS OLIVOS,ACEPTADO,19,18,10/2024,28/10/2024 19:18
27,00/01/1900 12:03,"12,33",DIDI,CHIFA LATO,AVIACION,ACEPTADO,12,3,10/2024,27/10/2024 12:03
28,00/01/1900 19:14,"22,01",DIDI,ENTRE BROSTERS,ATE,ACEPTADO,19,14,10/2024,28/10/2024 19:14
27,00/01/1900 14:43,"14,91",DIDI,CHIFA LATO,LINCE,ACEPTADO,14,43,10/2024,27/10/2024 14:43
27,00/01/1900 13:27,"12,37",DIDI,LA MECHE,LINCE,ACEPTADO,13,27,10/2024,27/10/2024 13:27
28,00/01/1900 18:31,"22,83",DIDI,LASAGNA FACTORY,LINCE,ACEPTADO,18,31,10/2024,28/10/2024 18:31
27,00/01/1900 20:54,"4,56",DIDI,LA MATINA,MIRAFLORES,ACEPTADO,20,54,10/2024,27/10/2024 20:54
28,00/01/1900 20:49,"12,33",DIDI,CHIFA LATO,AVIACION,ACEPTADO,20,49,10/2024,28/10/2024 20:49
27,00/01/1900 11:43,"12,33",DIDI,CHIFA LATO,LINCE,ACEPTADO,11,43,10/2024,27/10/2024 11:43
28,00/01/1900 19:16,"22,01",DIDI,ENTRE BROSTERS,LOS OLIVOS,ACEPTADO,19,16,10/2024,28/10/2024 19:16
27,00/01/1900 15:59,"13,82",DIDI,MAMA ROSITA,LINCE,ACEPTADO,15,59,10/2024,27/10/2024 15:59
28,00/01/1900 16:59,"6,6",DIDI,CARRITO SANGUCHERO,ATE,ACEPTADO,16,59,10/2024,28/10/2024 16:59
27,00/01/1900 18:40,"18,7",DIDI,PASTI PASTA,LOS OLIVOS,ACEPTADO,18,40,10/2024,27/10/2024 18:40
27,00/01/1900 15:00,"12,33",DIDI,CHIFA LATO,ATE,ACEPTADO,15,0,10/2024,27/10/2024 15:00
27,00/01/1900 11:01,0,DIDI,CHIFA LATO,LINCE,ANULADO,11,1,10/2024,27/10/2024 11:01
28,00/01/1900 19:12,"12,33",DIDI,CHIFA LATO,LINCE,ACEPTADO,19,12,10/2024,28/10/2024 19:12
28,00/01/1900 22:10,"17,28",DIDI,CHIFA LATO,LOS OLIVOS,ACEPTADO,22,10,10/2024,28/10/2024 22:10
28,00/01/1900 21:07,"34,35",DIDI,ENTRE BROSTERS,AVIACION,ACEPTADO,21,7,10/2024,28/10/2024 21:07
28,00/01/1900 13:29,"4,5",DIDI,CARRITO SANGUCHERO,ATE,ACEPTADO,13,29,10/2024,28/10/2024 13:29
